name,rating,position,ver,ps_price,skills,weak_foot,work_rate,pac,sho,pas,dri,def,phy,hei,popularity,base_stats,in_game_stats,wei,ps
Felix Kroos,70,CDM,Normal,5.9K,3,3,M  M,60,63,66,69,66,70,184,13,394,1920,80,5900
Connor Wickham,70,ST,Normal,1K,3,3,H  M,49,72,61,65,30,71,191,-2,348,1693,,1000
Jesus Isijara,70,RM,Normal,250,3,3,H  M,73,63,66,70,43,65,180,1,380,1739,76,250
Fabrice N'Sakala,70,LB,Normal,800,3,2,H  M,84,45,66,74,63,73,178,1,405,1899,74,800
Atsuto Uchida,70,RB,Normal,300,3,2,H  M,63,46,69,70,70,62,176,4,380,1827,70,300
Soon Hyung Kwon,70,CM,Normal,250,3,3,M  M,57,67,71,67,61,63,176,-3,386,1881,71,250
Rhyan Grant,70,RB,Normal,300,3,3,H  M,71,60,64,67,65,79,174,4,406,1918,74,300
Magno,70,ST,Normal,750,3,3,H  L,70,69,70,71,42,63,178,19,385,1833,77,750
Jed Steer,70,GK,Normal,700,1,2,M  M,68,69,70,71,51,70,188,1,399,847,80,700
Gary Gardner,70,CM,Normal,550,3,3,M  M,54,67,69,66,65,73,186,-4,394,1951,82,550
Gary Kagelmacher,70,CB,Normal,400,2,2,M  H,64,44,66,63,71,70,183,2,378,1860,78,400
Sebastian Jung,70,RB,Normal,900,3,4,H  M,65,51,70,71,70,64,179,3,391,1875,72,900
Mario Rondon,70,ST,Normal,200,3,3,H  M,69,67,65,70,26,74,182,2,371,1800,74,200
Yeni Ngbakoto,70,LM,Normal,300,3,3,H  M,79,69,65,72,25,63,173,0,373,1764,69,300
Astrit Ajdarevic,70,CM,Normal,300,3,2,M  L,62,66,74,70,50,66,190,0,388,1828,85,300
Ivan Pillud,70,RB,Normal,800,2,3,H  M,72,49,63,63,70,77,179,2,394,1898,,800
Roderick Miranda,70,CB,Normal,0,2,2,M  M,42,44,52,51,69,77,192,-2,335,1577,89,0
Ömer Bayram,70,LB,Normal,700,3,3,H  M,84,67,68,74,64,63,173,16,420,2006,,700
Fabian Giefer,70,GK,Normal,700,1,1,M  M,73,64,58,72,38,71,196,3,376,838,93,700
Benjamin Jeannot,70,ST,Normal,0,3,3,M  L,63,71,57,67,30,59,183,0,347,1687,78,0
Philipp Klingmann,70,RB,Normal,200,3,3,M  M,66,58,64,63,69,72,180,1,392,1859,79,200
Filip Kurto,70,GK,Normal,300,1,2,M  M,71,65,61,73,60,67,191,2,397,861,92,300
Nicolas Colazo,70,LM,Normal,400,3,3,M  M,81,64,68,70,60,68,175,-1,411,1970,71,400
Ivan Martic,70,RB,Normal,350,3,2,M  M,71,43,58,66,68,74,183,0,380,1822,73,350
Idrissa Sylla,70,ST,Normal,200,3,3,H  M,68,67,57,67,28,68,185,1,355,1716,77,200
Kelvin Leerdam,70,RB,Normal,400,3,3,M  M,72,57,65,68,67,73,178,3,402,1919,70,400
Petar Skuletic,70,ST,Normal,600,2,3,M  L,65,73,48,55,32,75,192,3,348,1590,89,600
Dario Dumic,70,CB,Normal,250,2,2,M  H,54,45,54,48,69,78,193,1,348,1616,85,250
Edu Ramos,70,CDM,Normal,200,2,3,M  M,66,51,67,63,62,71,176,3,380,1759,77,200
Villalibre,70,ST,Normal,800,3,3,M  M,71,68,48,66,38,76,184,12,367,1731,,800
Marco Calderoni,70,LB,Normal,1K,2,2,H  M,82,50,56,61,65,78,183,12,392,1792,75,1000
Pedro Trigueira,70,GK,Normal,350,1,3,M  M,65,68,72,72,45,70,192,-2,392,852,78,350
Escassi,70,CDM,Normal,200,2,4,M  H,46,41,62,63,69,76,185,-2,357,1741,78,200
Necip Uysal,70,CDM,Normal,500,3,3,M  H,70,56,62,66,70,75,180,3,399,1833,72,500
Renato Kelic,70,CB,Normal,450,2,4,M  M,56,34,51,51,67,83,192,1,342,1567,84,450
Michael Jacobs,70,LM,Normal,500,3,3,H  M,80,67,68,70,48,65,175,3,398,1903,74,500
Will Grigg,70,ST,Normal,200,3,3,H  M,76,70,48,65,32,70,180,60,361,1701,70,200
Tomoaki Makino,70,CB,Normal,250,2,4,H  H,67,44,61,64,67,76,182,1,379,1764,77,250
Amara Baby,70,LM,Normal,400,3,3,M  M,78,67,63,69,55,75,183,5,407,1910,80,400
Diego Contento,70,LB,Normal,4.8K,3,3,M  M,64,46,64,69,71,65,177,2,379,1817,75,4800
Geoffry Hairemans,70,CAM,Normal,0,3,2,M  L,44,64,74,70,47,67,183,1,366,1826,76,0
Atila Turan,70,LB,Normal,550,3,2,M  M,76,58,68,68,64,71,176,0,405,1918,,550
Abdoulaye Diallo,70,GK,Normal,550,1,2,M  M,70,68,67,71,41,70,191,-1,387,855,82,550
Idriss Saadi,70,ST,Normal,300,3,3,H  M,65,70,53,67,22,75,180,-3,352,1712,,300
Andrea Seculin,70,GK,Normal,0,1,3,M  M,73,67,57,79,30,63,190,0,369,759,80,0
Akihiro Hayashi,70,GK,Normal,350,1,3,M  M,71,73,63,73,49,68,195,0,397,971,91,350
Ivan Paurevic,70,CDM,Normal,300,2,4,L  H,50,56,61,58,69,76,194,1,370,1679,87,300
Alen Stevanovic,70,LM,Normal,300,3,4,H  M,86,62,65,72,46,70,180,-2,401,1870,74,300
Sam Morsy,70,CDM,Normal,400,3,3,M  M,66,56,63,70,64,77,173,3,396,1866,75,400
Pascal Testroet,70,ST,Normal,200,3,4,M  M,70,70,56,65,38,75,186,2,374,1787,,200
Damian Dabrowski,70,CDM,Normal,0,2,3,M  H,68,57,65,66,67,65,182,1,388,1878,81,0
Sergio Araujo,70,ST,Normal,250,3,4,M  L,74,68,63,73,33,58,180,0,369,1778,80,250
Raffaele Maiello,70,CM,Normal,700,3,3,M  M,70,59,67,73,55,65,177,-2,389,1865,73,700
Steve Clark,70,GK,Normal,250,1,3,M  M,70,68,65,70,34,67,188,0,374,905,86,250
Xavier Kouassi,70,CB,Normal,300,3,2,M  M,71,51,62,69,67,77,174,2,397,1892,69,300
Bjørn Paulsen,70,CB,Normal,250,2,3,H  M,62,58,59,58,68,79,191,1,384,1822,85,250
Greg Garza,70,LB,Normal,350,3,2,H  H,70,54,66,69,68,72,173,-1,399,1909,,350
Luis Mendoza,70,RM,Normal,200,3,3,H  L,84,62,63,71,41,69,172,0,390,1821,75,200
Florentin Pogba,70,CB,Normal,2K,2,3,M  M,62,42,59,57,67,79,189,41,366,1746,,2000
Joe Corona,70,CM,Normal,400,3,3,M  M,70,65,69,71,65,65,178,-6,405,1938,72,400
Jose Antonio Madueña,70,RB,Normal,1.1K,3,3,H  M,80,47,69,73,64,75,177,3,408,1889,78,1100
Grant Hanley,70,CB,Normal,11K,2,3,L  M,51,34,47,45,71,71,187,-2,319,1522,81,11000
Raïs M'Bolhi,70,GK,Normal,300,1,3,M  M,71,64,63,77,51,64,189,11,390,965,80,300
Jonathan Mensah,70,CB,Normal,500,2,3,M  M,64,46,54,51,67,76,188,1,358,1670,83,500
Jack Robinson,70,LB,Normal,1.3K,2,3,H  H,72,40,60,63,71,66,180,3,372,1765,67,1300
Alexander Dominguez,70,GK,Normal,200,1,3,M  M,66,67,70,71,31,69,195,1,374,859,84,200
Antonio Caracciolo,70,CB,Normal,950,2,2,M  H,58,19,43,57,71,72,185,-5,320,1488,83,950
Dennis Appiah,70,RB,Normal,2.3K,2,4,M  M,77,40,58,62,69,74,179,3,380,1796,68,2300
Ermir Lenjani,70,LWB,Normal,350,3,3,H  M,80,65,68,68,63,67,175,1,411,1955,65,350
Brice Dja Djedje,70,CDM,Normal,750,3,2,M  H,70,55,66,69,70,69,170,2,399,1873,71,750
Manuel Riemann,70,GK,Normal,300,1,5,M  M,69,64,71,74,52,67,186,2,397,1072,83,300
Timo Beermann,70,CB,Normal,500,2,3,M  M,52,38,45,44,70,73,188,-1,322,1504,85,500
Tobias Kempe,70,CM,Normal,450,3,3,M  M,69,66,74,72,41,70,184,2,392,1902,77,450
Claiton,70,CB,Normal,200,2,3,M  H,45,23,36,52,69,72,188,0,297,1388,79,200
Angel Sepulveda,70,LM,Normal,250,3,3,M  M,78,66,66,68,39,69,180,2,386,1827,75,250
Hiram Mier,70,CB,Normal,200,2,3,M  H,61,43,57,58,69,70,182,-1,358,1685,74,200
Aridai Cabrera Suarez,70,RM,Normal,850,3,3,M  M,79,69,59,76,26,58,172,1,367,1742,64,850
Kamil Drygas,70,CM,Normal,300,3,3,M  H,61,66,66,66,66,80,184,2,405,1972,72,300
Waldemar Sobota,70,LM,Normal,300,3,4,H  M,88,63,62,72,37,53,175,4,375,1803,63,300
Leo Lacroix,70,CB,Normal,700,2,3,M  M,34,45,59,53,70,78,197,-3,339,1629,92,700
Roly Bonevacia,70,LM,Normal,5.2K,3,3,H  M,79,64,66,69,58,79,171,6,415,1939,65,5200
Florian Jozefzoon,70,RM,Normal,500,3,4,M  M,91,60,61,72,34,59,175,5,377,1720,72,500
William Soares da Silva,70,CDM,Normal,650,2,3,M  M,58,57,62,66,68,78,183,2,389,1843,77,650
Ben Rienstra,70,CM,Normal,550,3,3,M  M,66,66,65,68,66,72,182,2,403,1938,67,550
Luis Pedro Cavanda,70,RB,Normal,500,3,3,H  H,74,56,61,71,68,71,180,2,401,1902,76,500
Kristof D'Haene,70,LB,Normal,350,3,2,H  M,70,59,66,72,63,56,168,-2,386,1884,63,350
Terry Antonis,70,CM,Normal,200,3,5,M  M,68,68,68,69,59,67,180,-1,399,1899,73,200
Yong Lee,70,RB,Normal,350,2,3,M  M,75,54,65,63,67,68,180,-3,392,1869,76,350
Victor Ulloa,70,CDM,Normal,550,3,3,M  H,49,57,64,66,67,72,180,2,375,1828,75,550
Adam Davies,70,GK,Normal,450,1,3,M  M,70,68,67,71,40,69,185,2,385,779,80,450
Fredrik Haugen,70,CM,Normal,450,3,3,H  M,77,68,70,70,60,71,182,5,416,1968,76,450
Mauro Quiroga,70,ST,Normal,200,2,2,M  L,64,66,49,66,29,76,191,2,350,1676,87,200
Carl Jenkinson,70,RB,Normal,1K,3,2,H  H,68,50,65,67,69,67,185,5,386,1837,77,1000
Alessandro Salvi,70,RB,Normal,2.5K,3,3,H  M,80,59,64,68,66,74,183,1,411,1931,76,2500
Luca Tremolada,70,CAM,Normal,10K,3,3,M  M,73,63,69,71,51,56,186,3,383,1817,78,10000
Florent Ogier,70,CB,Normal,400,2,3,M  H,52,31,40,51,70,76,183,1,320,1512,73,400
Dominik Kaiser,70,CM,Normal,500,3,5,M  M,55,70,70,71,56,65,171,4,387,1949,67,500
Scott Allan,70,CAM,Normal,250,4,3,M  L,66,65,68,72,47,58,179,-2,376,1831,,250
Zacharie Boucher,70,GK,Normal,400,1,3,M  M,71,65,71,75,56,68,180,4,406,933,76,400
Andrea La Mantia,70,ST,Normal,1.1K,3,3,M  M,54,67,35,61,30,80,190,-2,327,1522,81,1100
Nicola Leali,70,GK,Normal,0,1,2,M  M,72,70,58,73,33,64,193,0,370,799,82,0
alvaro,70,ST,Normal,200,3,3,H  L,73,71,60,67,41,70,182,2,382,1799,75,200
Elias Kachunga,70,RW,Normal,300,3,2,H  M,77,69,63,71,43,72,178,2,395,1873,74,300
Young Gwon Kim,70,CB,Normal,350,2,3,M  H,72,54,67,64,69,75,185,2,401,1887,75,350
Bruno Martella,70,LB,Normal,9.5K,3,2,H  M,78,57,70,66,62,71,184,6,404,1888,78,9500
Botond Barath,70,CB,Normal,600,2,3,M  M,67,39,54,54,66,76,188,6,356,1601,75,600
Daniel Johnson,70,CM,Normal,600,3,3,M  L,75,67,69,72,51,65,174,7,399,1915,67,600
Michele Camporese,70,CB,Normal,300,2,3,L  H,66,27,36,51,72,67,186,4,319,1466,75,300
Yacouba Sylla,70,CDM,Normal,300,2,3,L  H,70,53,62,62,66,85,184,2,398,1863,80,300
Simon Thern,70,CM,Normal,250,3,4,H  M,76,65,66,71,57,69,180,2,404,1902,76,250
Emil Bergström,70,CB,Normal,0,2,3,M  M,64,35,46,53,69,77,188,2,344,1584,87,0
Zarek Valentin,70,LB,Normal,300,3,4,H  H,71,46,64,67,69,74,183,4,391,1800,77,300
Matthias Vilhjalmsson,70,ST,Normal,200,3,3,M  M,68,68,59,64,61,72,185,2,392,1846,85,200
Akaki Gogia,70,RW,Normal,1K,4,4,M  M,74,69,65,75,28,60,178,-4,371,1789,73,1000
Navarone Foor,70,CM,Normal,600,3,3,M  H,78,68,68,73,61,58,170,2,406,1955,61,600
Hatem Abd Elhamed,70,RB,Normal,300,3,3,M  M,85,40,61,64,66,69,188,11,385,1735,80,300
Daryl Horgan,70,RM,Normal,200,4,4,H  M,85,62,64,73,32,61,170,1,377,1763,70,200
Nahki Wells,70,ST,Normal,6.5K,3,3,H  M,78,68,63,71,46,63,170,15,389,1881,69,6500
Abdon Prats Bastidas,70,ST,Normal,550,2,3,M  M,66,74,59,64,29,60,181,4,352,1710,81,550
Sean McDermott,70,GK,Normal,1.5K,1,2,M  M,70,67,57,73,44,68,185,2,379,846,83,1500
Cristian Battocchio,70,CM,Normal,3.2K,3,3,H  M,72,65,68,74,57,59,169,15,395,1900,64,3200
Neeskens Kebano,70,LW,Normal,400,3,3,H  M,80,66,65,74,39,54,170,1,378,1816,65,400
Kee Hee Kim,70,CB,Normal,2.9K,2,3,M  H,66,43,60,48,68,73,187,2,358,1716,78,2900
Han Been Yang,70,GK,Normal,300,1,3,M  M,72,63,61,75,43,69,195,1,383,841,90,300
Tim Kister,70,CB,Normal,400,2,3,M  M,53,29,44,41,69,78,193,-1,314,1401,,400
Eirik Ulland Andersen,70,LM,Normal,200,3,2,M  M,78,65,70,68,43,63,181,0,387,1839,73,200
Lawrence Thomas,70,GK,Normal,500,1,2,M  M,71,67,62,73,36,66,191,0,375,887,91,500
Valentinos Sielis,70,CB,Normal,500,2,3,L  H,72,44,58,59,67,80,189,2,380,1748,95,500
Sonny Bradley,70,CB,Normal,800,2,3,M  H,56,31,47,52,68,76,196,-1,330,1491,90,800
Richard Windbichler,70,CB,Normal,300,2,3,M  M,67,34,54,53,67,76,183,2,351,1624,72,300
Maximilian Sax,70,RM,Normal,450,4,4,M  M,76,60,64,72,26,65,178,0,363,1744,70,450
Stelios Kitsiou,70,RB,Normal,400,3,3,M  H,75,58,66,68,66,67,173,2,400,1887,70,400
Santiago Vergini,70,CB,Normal,300,2,2,L  M,37,38,61,60,71,73,191,1,340,1595,83,300
Marcello Falzerano,70,CM,Normal,400,3,3,H  M,88,64,66,76,58,63,167,-1,415,1934,68,400
Yannick Stark,70,CDM,Normal,200,2,4,H  M,70,64,66,65,68,78,185,-1,411,1955,81,200
Sadio Diallo,70,CAM,Normal,300,3,3,M  M,74,70,68,70,49,69,182,0,400,1891,76,300
Zinho Gano,70,ST,Normal,0,3,3,M  L,63,69,56,62,33,77,198,0,360,1648,91,0
Florian Raspentino,70,ST,Normal,300,3,3,M  M,74,68,65,69,20,59,179,2,355,1692,73,300
David Simon,70,RB,Normal,250,3,3,H  M,75,46,60,63,64,72,175,0,380,1783,68,250
Bernardo,70,CB,Normal,0,2,3,M  M,33,39,50,45,67,78,190,0,312,1479,85,0
Craig Forsyth,70,LB,Normal,800,2,3,M  M,63,63,63,65,70,70,189,1,394,1844,83,800
Michael Smith,70,RB,Normal,200,2,4,H  H,72,43,64,68,68,76,180,-3,391,1853,71,200
Koray Gunter,70,CB,Normal,3.2K,2,4,L  H,59,31,56,59,69,69,184,9,343,1582,79,3200
Tom Beugelsdijk,70,CB,Normal,550,3,3,M  H,44,39,46,48,69,77,192,21,323,1506,79,550
Maxime Dupe,70,GK,Normal,200,1,2,M  M,71,70,61,74,46,65,188,0,387,807,88,200
Cuco Martina,70,RB,Normal,800,2,3,M  M,63,52,65,64,70,73,185,5,387,1851,77,800
Duvier Riascos,70,ST,Normal,1K,3,3,H  L,78,66,57,68,39,76,180,3,384,1807,73,1000
Adrian Ortola,70,GK,Normal,350,1,5,M  M,70,68,74,71,50,70,187,1,403,960,72,350
Filip Kiss,70,CDM,Normal,550,3,4,H  M,41,59,60,66,66,79,186,12,371,1784,75,550
Igor Rossi,70,CB,Normal,800,2,2,M  M,46,30,54,53,69,81,189,4,333,1549,82,800
Rob Schoofs,70,CM,Normal,200,3,3,H  M,60,63,71,70,60,61,178,2,385,1883,69,200
Luis Leal dos Anjos,70,ST,Normal,300,3,3,M  M,69,71,62,66,34,72,176,1,374,1813,,300
Moritz Kuhn,70,RB,Normal,450,3,2,H  M,83,51,69,68,62,68,178,2,401,1901,76,450
Alvaro Lemos,70,RB,Normal,250,3,3,H  M,80,58,64,70,66,70,175,-1,408,1926,78,250
Cristobal Jorquera,70,CM,Normal,300,3,5,M  M,68,66,71,74,50,62,174,0,391,1906,69,300
Raffaele Pucino,70,RB,Normal,2K,3,3,H  M,72,45,59,68,67,71,183,1,382,1802,74,2000
Simon Lundevall,70,LM,Normal,1.4K,3,4,M  M,75,66,65,72,39,58,178,1,375,1780,74,1400
Eddy,70,CDM,Normal,300,3,3,M  H,68,57,65,71,65,82,191,-1,408,1899,80,300
Miroslav Stevanovic,70,RM,Normal,200,3,4,H  M,79,60,68,69,38,61,180,1,375,1781,72,200
Nir Bitton,70,CDM,Normal,300,3,3,L  M,50,50,63,65,69,73,194,8,370,1744,84,300
Maksym Koval,70,GK,Normal,400,1,2,M  M,70,65,67,73,45,69,189,1,389,851,84,400
Jeremy Dudziak,70,RB,Normal,300,3,3,H  M,81,56,67,74,64,65,176,5,407,1945,70,300
Marcus Maddison,70,RM,Normal,350,3,4,H  M,80,68,68,70,24,65,180,4,375,1747,71,350
Alexis Henriquez,70,CB,Normal,600,2,3,M  H,30,36,45,40,71,70,191,1,292,1376,,600
Rafael Robayo,70,CM,Normal,250,3,4,M  M,48,59,70,65,63,70,183,2,375,1811,78,250
Felipe,70,CM,Normal,1.4K,3,4,M  M,56,65,71,69,61,71,171,0,393,1909,68,1400
Leke James,70,ST,Normal,200,3,3,M  M,71,68,51,69,29,71,188,4,359,1678,80,200
Dong Woon Shim,70,LM,Normal,1.2K,3,5,H  M,86,60,61,72,42,64,167,1,385,1808,67,1200
Martin Bjørnbak,70,CB,Normal,950,2,4,M  H,61,47,57,52,68,80,193,0,365,1717,90,950
Steeve Yago,70,RB,Normal,0,3,2,M  H,66,40,62,68,68,77,180,-1,381,1811,77,0
Loret Sadiku,70,CDM,Normal,450,2,3,M  H,49,57,60,61,69,66,185,-4,362,1802,70,450
Ademilson,70,ST,Normal,350,4,2,M  M,91,68,57,70,31,72,176,11,389,1805,74,350
Fabian Schnellhardt,70,CM,Normal,200,3,3,M  M,78,62,67,72,63,73,180,2,415,1930,73,200
Andreas Linde,70,GK,Normal,300,1,2,M  M,73,66,66,74,48,67,196,3,394,829,93,300
Brian Behrendt,70,CB,Normal,400,2,3,M  M,63,53,56,45,69,75,187,4,361,1725,85,400
Aitor Garcia,70,LM,Normal,350,3,3,H  M,84,69,65,70,37,57,173,1,382,1802,69,350
Sergi Samper,70,CDM,Normal,400,3,3,M  M,44,43,67,66,67,66,182,0,353,1716,73,400
Davide Adorni,70,CB,Normal,400,2,3,M  M,71,40,50,53,71,68,183,0,353,1663,75,400
Lukas Spendlhofer,70,CB,Normal,300,2,3,M  H,71,51,58,52,68,79,187,0,379,1789,82,300
Marius Muller,70,GK,Normal,350,1,2,M  M,69,68,65,73,30,66,192,2,371,763,92,350
Fabian Holland,70,LB,Normal,400,3,2,H  M,73,45,61,68,69,71,172,-2,387,1846,74,400
Josecarlos Van Rankin,70,RB,Normal,1.2K,3,3,H  L,78,39,63,67,67,67,178,1,381,1796,73,1200
Martin Mantovani,70,CB,Normal,800,2,3,H  M,33,42,53,57,71,69,184,2,325,1630,78,800
Filip Starzynski,70,CAM,Normal,300,3,3,M  M,39,65,74,72,48,61,184,1,359,1820,70,300
Danny Blum,70,LM,Normal,900,3,3,M  L,84,71,61,74,29,64,183,13,383,1772,83,900
Quentin Bernard,70,LB,Normal,500,2,3,M  M,64,57,70,64,67,75,184,2,397,1845,77,500
Omar Hawsawi,70,CB,Normal,450,2,3,M  H,66,29,45,49,67,81,185,-1,337,1546,76,450
Yahia Sulaiman Al Shehri,70,RM,Normal,450,4,3,H  M,69,64,70,72,34,55,165,3,364,1746,63,450
Brandon O'Neill,70,CM,Normal,5.2K,3,4,M  H,65,59,70,68,65,77,179,0,404,1988,78,5200
Mustafa Saymak,70,CAM,Normal,900,3,3,M  M,72,65,65,72,46,54,169,2,374,1784,63,900
Hussain Al Moqahwi,70,CAM,Normal,550,3,3,H  M,61,64,69,70,55,68,173,-2,387,1836,65,550
Pietro Iemmello,70,ST,Normal,200,3,2,H  L,79,67,58,69,22,65,179,0,360,1703,74,200
Barrie McKay,70,LM,Normal,1K,3,4,M  L,87,63,66,72,38,41,175,1,367,1737,67,1000
Andres Cadavid,70,CB,Normal,500,2,3,M  H,37,39,48,44,68,73,188,0,309,1494,,500
Leiton Jimenez,70,CB,Normal,1.1K,2,3,L  H,66,49,48,56,69,75,180,-1,363,1672,81,1100
Carlinhos,70,CAM,Normal,750,3,4,M  M,69,64,67,74,40,69,179,2,383,1827,,750
Julian Jeanvier,70,CB,Normal,350,2,3,M  M,69,35,49,55,67,76,185,0,351,1633,84,350
Jakob Busk,70,GK,Normal,550,1,2,M  M,73,62,67,75,44,66,189,-2,387,804,88,550
Daniele Sciaudone,70,CM,Normal,350,3,3,H  H,76,69,69,69,66,73,183,1,422,2002,78,350
Salman Muwashar,70,LM,Normal,450,3,4,H  M,90,65,63,72,30,70,176,3,390,1847,64,450
Christos Donis,70,CM,Normal,250,3,3,M  M,71,63,68,68,61,71,185,0,402,1891,74,250
Manuel Prietl,70,CDM,Normal,200,2,3,M  H,64,50,57,61,69,79,187,5,380,1750,79,200
Leonardo Capezzi,70,CM,Normal,0,3,2,M  M,48,59,70,67,59,60,178,0,363,1823,72,0
Lucas João,70,ST,Normal,650,3,4,M  L,70,68,52,67,27,71,192,1,355,1630,80,650
Riccardo Improta,70,LM,Normal,450,3,3,H  H,82,59,62,74,22,47,179,2,346,1589,73,450
Jose Mari,70,CDM,Normal,300,3,3,M  H,68,60,66,66,66,73,180,0,399,1912,69,300
Abdullah Ateef,70,CDM,Normal,650,2,3,M  H,44,46,72,66,66,64,176,3,358,1752,63,650
Hyeon Soo Jang,70,CB,Normal,1.6K,2,3,L  H,67,26,46,60,68,76,185,5,343,1512,82,1600
Paulinho,70,RB,Normal,300,3,3,H  M,84,49,63,70,65,68,176,3,399,1889,70,300
Per Kristian Bråtveit,70,GK,Normal,450,1,3,M  M,72,64,72,68,45,70,184,3,391,863,72,450
Luis Manuel Garcia,70,GK,Normal,200,1,3,M  M,71,71,67,70,47,70,183,0,396,944,90,200
Arnor Ingvi Traustason,70,CAM,Normal,200,3,3,H  H,79,68,66,70,56,70,181,1,409,1935,77,200
Esteban Saveljich,70,CB,Normal,200,2,3,H  M,48,32,45,45,70,76,187,1,316,1455,82,200
Pol Garcia,70,CB,Normal,400,2,3,M  M,62,32,63,62,69,65,183,-1,353,1689,75,400
Jackson Irvine,70,CAM,Normal,600,3,3,H  H,67,70,65,68,69,79,188,0,418,1975,70,600
Marc-Aurèle Caillard,70,GK,Normal,200,1,3,M  M,74,67,58,70,44,70,191,0,383,781,87,200
Hector Quiñones,70,LB,Normal,300,3,3,H  M,71,60,61,71,65,68,178,1,396,1849,70,300
Jhon Cley Jesus Silva,70,CAM,Normal,450,3,3,M  M,68,71,66,72,29,67,183,5,373,1802,77,450
Tom Schutz,70,CDM,Normal,300,2,3,M  M,63,52,68,62,68,73,181,-1,386,1865,75,300
Marco Hartmann,70,CDM,Normal,300,2,3,M  M,44,56,55,54,73,80,193,1,362,1699,94,300
Nicolas Gavory,70,LB,Normal,400,3,3,H  M,73,59,74,66,63,68,183,3,403,1949,76,400
Ben Zolinski,70,ST,Normal,15K,2,3,H  H,78,68,61,67,61,76,181,-2,411,1913,78,15000
Philip Heise,70,LB,Normal,5.4K,3,3,M  M,76,61,66,68,64,75,184,2,410,1922,78,5400
Robert Andrich,70,CM,Normal,8K,3,3,H  M,66,60,70,67,62,76,189,-1,401,1890,83,8000
Issiaga Sylla,70,LB,Normal,1.2K,3,2,H  H,70,61,69,70,65,74,180,1,409,1936,75,1200
Jonas Meffert,70,CDM,Normal,200,2,3,M  M,54,50,63,63,69,74,186,0,373,1776,76,200
Roberto Insigne,70,CF,Normal,300,3,2,H  L,84,64,71,73,27,40,172,-2,359,1736,65,300
Seok Hwa Jung,70,LW,Normal,950,3,4,H  M,75,65,67,73,51,59,171,0,390,1849,63,950
Luca Garritano,70,CM,Normal,500,4,3,H  M,89,71,70,76,51,60,172,7,417,1993,67,500
Michele Cavion,70,CM,Normal,250,3,4,H  M,63,63,70,70,63,68,180,2,397,1913,74,250
Carlos Cisneros,70,LM,Normal,250,3,4,H  M,78,67,64,70,45,63,175,1,387,1816,74,250
Carlos Ascues,70,CB,Normal,900,2,2,M  M,64,57,56,64,67,74,187,2,382,1731,78,900
Andrew Farrell,70,RB,Normal,1.2K,3,2,M  M,76,48,60,66,68,78,180,2,396,1826,,1200
Joel Pereira,70,GK,Normal,200,1,2,M  M,69,72,68,72,43,67,188,2,391,792,70,200
Tomas Martinez,70,CAM,Normal,700,3,2,M  M,68,58,67,74,38,49,172,0,354,1721,66,700
Awer Mabil,70,RW,Normal,300,4,3,M  L,92,57,61,72,31,50,179,9,363,1664,65,300
Mauro Caballero,70,ST,Normal,200,3,4,M  M,72,67,56,65,27,64,175,4,351,1671,65,200
Abdulfatah Aseri,70,RM,Normal,350,4,4,H  M,88,66,64,74,28,58,167,5,378,1753,64,350
Cifuentes,70,RB,Normal,350,3,3,M  M,81,54,59,69,66,74,174,2,403,1884,66,350
Jae Yong Jeong,70,CM,Normal,450,3,3,H  M,51,60,65,62,63,80,188,0,381,1803,83,450
Samuel Asamoah,70,CDM,Normal,200,3,3,M  H,70,55,65,72,66,70,163,-1,398,1893,64,200
Aderllan de Jesus Santos,70,CB,Normal,1.1K,2,2,M  M,55,50,45,52,71,72,193,1,345,1639,84,1100
Jonathan Osorio,70,CM,Normal,450,3,4,H  M,63,67,68,73,54,65,175,3,390,1877,73,450
Babacar Sarr,70,CDM,Normal,1.4K,2,4,L  H,62,51,58,62,68,84,189,-21,385,1819,81,1400
Somalia,70,RB,Normal,2.6K,3,4,H  H,79,66,67,69,62,75,180,2,418,1942,73,2600
Stephen O'Donnell,70,RB,Normal,500,3,3,H  H,72,53,64,69,65,82,183,2,405,1850,89,500
Hosam Aiesh,70,RM,Normal,300,3,4,M  H,89,54,59,75,43,72,180,3,392,1761,72,300
Glen Kamara,70,CM,Normal,200,3,4,M  M,70,46,62,70,64,70,181,10,382,1763,73,200
Paddy McNair,70,CDM,Normal,600,3,3,M  M,62,56,59,65,72,71,183,5,385,1804,72,600
Aldo Rocha,70,CM,Normal,400,3,3,H  H,71,55,65,69,65,69,167,-2,394,1833,68,400
Alex Mowatt,70,CM,Normal,700,3,2,M  L,52,67,72,69,60,69,177,4,389,1925,,700
Eduard Sobol,70,LB,Normal,600,2,2,M  M,75,47,69,63,66,64,186,3,384,1768,76,600
Yordy Reyna,70,CF,Normal,350,3,4,H  M,88,66,62,75,36,64,169,6,391,1835,68,350
Diego Peralta,70,CB,Normal,700,2,3,M  H,33,51,50,59,68,79,188,-1,340,1651,84,700
Cristian Higuita,70,CDM,Normal,750,3,3,M  M,73,57,64,66,66,79,175,-2,405,1901,80,750
German Mera,70,CB,Normal,500,2,2,L  H,48,26,39,38,69,80,187,0,300,1383,87,500
Jose Cuadrado,70,GK,Normal,350,1,3,M  M,70,67,73,70,45,67,181,-1,392,990,76,350
Julian Quiñones,70,CB,Normal,500,2,2,M  M,30,35,41,41,71,79,195,3,297,1406,86,500
